,popularity,budget,revenue,runtime,genres,vote_count,vote_average,release_year,budget_adj,revenue_adj
8687,1.073638,45000000,212000000,111,"['Comedy', 'Crime', 'Action']",563,6.1,2000,56983145.1454412,268453928.240745
8688,1.060212,31000000,68106245,118,"['Crime', 'Drama', 'Science Fiction', 'Thriller']",215,6.8,2000,39255055.5446373,86242400.9810218
8689,1.050687,4500000,7390108,102,['Drama'],1316,7.7,2000,5698314.51454412,9358035.48454414
8690,1.042311,40000000,55707411,122,"['Drama', 'Romance']",230,6.8,2000,50651684.5737255,70541855.2597722
8692,1.006654,95000000,190213455,112,"['Action', 'Science Fiction', 'Thriller']",309,5.3,2000,120297750.862598,240865798.108463
8693,1.001503,30000000,173959438,98,"['Crime', 'Comedy']",279,5.7,2000,37988763.4302941,220283464.554964
8694,0.981767,7000000,34266564,102,"['Thriller', 'Drama', 'Crime']",1069,7.1,2000,8864044.80040197,43391479.7788344
8695,0.97741,12800000,40031879,140,"['Drama', 'Crime', 'Music']",190,7.4,2000,16208539.0635921,50692052.7000386
8696,0.976664,16000000,119754278,93,"['Comedy', 'Adventure']",299,5.7,2000,20260673.8294902,151643897.890256
8697,0.972719,30000000,136706683,113,['Drama'],535,7.3,2000,37988763.4302941,173110594.660907
8698,0.968941,10000000,12008642,111,"['Horror', 'Drama', 'Thriller', 'Mystery']",128,6.2,2000,12662921.1434313,15206448.6685698
8699,0.923632,80000000,39459427,126,"['Fantasy', 'Drama']",146,6.2,2000,101303369.147451,49967161.2465987
8700,0.918262,48000000,207515725,148,['Drama'],286,6.6,2000,60782021.4884706,262775526.169699
8701,0.91232,13000000,73180723,83,['Comedy'],287,5.1,2000,16461797.4864608,92668172.4568295
8702,0.911808,60000000,124745083,125,"['Comedy', 'Drama', 'Romance', 'Fantasy']",301,6.4,2000,75977526.8605883,157963714.90598
8704,0.886238,82000000,96085477,123,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",318,5.5,2000,103835953.376137,121672281.827999
8705,0.848261,15000000,35007180,106,"['Crime', 'Drama', 'Thriller']",88,5.9,2000,18994381.715147,44329315.9793908
8707,0.78353,51000000,149270999,116,['Comedy'],521,5.9,2000,64580897.8315,189020688.933822
8708,0.770457,55000000,56932305,110,"['Adventure', 'Action', 'Comedy', 'Western']",411,6.1,2000,69646066.2888726,72092928.8728784
8709,0.768576,75000000,248118121,106,"['Action', 'Fantasy', 'Thriller']",948,6.7,2000,94971908.5757354,314190020.047936
8710,0.743732,65000000,128884132,130,"['Action', 'Adventure', 'Thriller']",211,6.2,2000,82308987.432304,163204960.01556
8711,0.74231,41300000,106371651,98,"['Comedy', 'Crime']",313,6.0,2000,52297864.3223716,134697582.85096
8712,0.736561999999999,60000000,47383689,122,"['Drama', 'Music']",454,7.3,2000,75977526.8605883,60001591.7291877
8713,0.736173,28000000,90449929,98,['Comedy'],409,5.7,2000,35456179.2016078,114536031.835596
8714,0.733654,25000000,152500343,121,"['Comedy', 'Drama', 'Romance']",527,6.6,2000,31657302.8585784,193109981.775523
8715,0.697768,30000000,47126295,113,"['Comedy', 'Drama', 'Romance', 'Music']",379,7.0,2000,37988763.4302941,59675655.7367084
8716,0.697146,80000000,33463969,106,"['Thriller', 'Action', 'Science Fiction']",132,5.3,2000,101303369.147451,42375160.0593232
8717,0.689638,90000000,60874615,114,['Science Fiction'],181,5.6,2000,113966290.290882,77085044.9381745
8718,0.687905,33000000,104155843,107,"['Horror', 'Science Fiction', 'Thriller']",216,5.7,2000,41787639.7733235,131891722.653662
8719,0.664636,46000000,107196498,99,"['Action', 'Adventure', 'Crime', 'Thriller']",182,5.3,2000,58249437.2597843,135742080.1026
8721,0.66065,63600000,19412993,102,"['Action', 'Drama', 'Thriller', 'Crime']",77,5.3,2000,80536178.4722236,24582519.9516985
8724,0.632783,83000000,59468275,90,"['Science Fiction', 'Comedy', 'Family', 'Romance']",55,4.4,2000,105102245.49048,75304207.6860892
8726,0.627609,80000000,34566746,145,"['Drama', 'Thriller']",94,6.6,2000,101303369.147451,43771597.8783022
8727,0.626782,40000000,144056873,119,"['Drama', 'Adventure', 'Romance', 'Thriller']",683,6.2,2000,50651684.5737255,182418082.296831
8730,0.58332,120000000,325756637,130,['Drama'],315,5.9,2000,151955053.721176,412503060.62804
8734,0.54656,75000000,36754634,94,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",184,6.1,2000,94971908.5757354,46542103.1997682
8736,0.542611,40000000,161834276,116,"['Horror', 'Mystery']",390,5.6,2000,50651684.5737255,204929467.529231
8738,0.530739,75000000,215663859,124,"['Action', 'Adventure', 'Thriller']",151,6.0,2000,94971908.5757354,273093444.00051
8739,0.525341,42000000,32168970,124,['Thriller'],86,5.2,2000,53184268.8024118,40735313.037541
8743,0.495241,30000000,45554533,77,"['Animation', 'Family']",88,6.5,2000,37988763.4302941,57685345.9104842
8744,0.49295,11000000,59827328,98,['Comedy'],70,6.6,2000,13929213.2577745,75758873.6686204
8745,0.481089,28000000,33000337,99,"['Horror', 'Thriller']",73,4.7,2000,35456179.2016078,41788066.5137661
8746,0.47571,16000000,109130,113,"['Crime', 'Drama', 'Mystery']",14,5.1,2000,20260673.8294902,138190.458438266
8749,0.468129,14000000,38574362,97,['Horror'],48,4.3,2000,17728089.6008039,48846410.4164176
8750,0.465293,32000000,48814909,129,['Drama'],341,7.0,2000,40521347.6589804,61813934.3290779
8751,0.464139,100000000,155464351,130,"['Drama', 'Horror', 'Mystery', 'Thriller']",234,6.1,2000,126629211.434313,196863281.732773
8752,0.458778,60000000,71000000,128,"['Action', 'Adventure', 'Drama', 'History', 'War']",90,5.8,2000,75977526.8605883,89906740.1183628
8753,0.449041,43000000,80049764,136,['Drama'],161,6.9,2000,54450560.9167549,101366384.908229
8757,0.417675,16000000,20627372,94,"['Comedy', 'Drama', 'Romance']",53,5.3,2000,20260673.8294902,26120278.5032224
8759,0.410235,85000000,183611771,100,"['Comedy', 'Family']",150,5.0,2000,107634829.719166,232506137.717878
8760,1.616724,84000000,123307945,106,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",168,4.8,2000,106368537.604823,156143878.389357
8762,0.623706,30000000,37036004,127,['Comedy'],79,5.7,2000,37988763.4302941,46898399.8119809
8765,0.38535,90000000,14828081,91,['Science Fiction'],42,4.7,2000,113966290.290882,18776682.0411413
8769,0.372923,35000000,36779296,106,"['Drama', 'Romance']",62,5.2,2000,44320224.0020098,46573332.4958921
8775,0.339608,40000000,30199105,117,"['Action', 'Adventure', 'Thriller']",67,5.7,2000,50651684.5737255,38240888.5217204
8776,0.350814,15000000,9902115,94,"['Drama', 'Comedy', 'Romance']",22,5.0,2000,18994381.715147,12538970.1398189
8778,0.349034,65000000,69700000,104,"['Fantasy', 'Comedy', 'Family']",141,5.9,2000,82308987.432304,88260560.3697167
8781,0.332267,25000000,15843608,87,"['Action', 'Fantasy', 'Science Fiction']",49,4.3,2000,31657302.8585784,20062635.8731438
8782,0.324003,20000000,27728118,124,"['Action', 'Comedy', 'Drama', 'Romance']",54,7.3,2000,25325842.2868627,35111897.168976
8788,0.310295,14000000,5108820,90,"['Drama', 'Mystery', 'Thriller']",34,5.3,2000,17728089.6008039,6469258.47959851
8789,0.309754,13500000,7060876,124,['Drama'],52,6.4,2000,17094943.5436323,8941131.59915472
8791,0.285304,25000000,24362772,108,"['Comedy', 'Drama']",17,3.6,2000,31657302.8585784,30850386.0671398
8793,0.284476,35000000,15185241,107,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",86,3.9,2000,44320224.0020098,19228950.9327001
8795,0.279624,24000000,13700000,84,['Comedy'],14,5.4,2000,30391010.7442353,17348201.966501
8797,0.277798,2000000,1568749,112,['Drama'],18,5.0,2000,2532584.22868627,1986494.48808368
8798,0.471019,25000000,260562,110,"['Mystery', 'Thriller']",49,6.0,2000,31657302.8585784,329947.605897476
8799,0.196668,24000000,12372410,107,"['Action', 'Comedy', 'Drama']",16,4.4,2000,30391010.7442353,15667085.2184201
8801,0.253319,18000000,17200925,115,"['Drama', 'Music']",49,7.0,2000,22793258.0581765,21781395.6869077
8804,0.249219,24000000,36609995,115,"['Romance', 'Comedy', 'Drama']",32,5.5,2000,30391010.7442353,46358947.9746417
8808,0.223263,10000000,26330482,93,"['Crime', 'Comedy']",61,6.2,2000,12662921.1434313,33342081.7234539
8809,0.222291,1000000,1744858,94,"['Comedy', 'Drama', 'Romance']",10,5.8,2000,1266292.11434313,2209499.92604854
8815,0.207785,16000000,15427192,96,"['Comedy', 'Crime', 'Mystery']",21,4.5,2000,20260673.8294902,19535331.5760575
8817,0.203554,10000000,1631839,101,"['Action', 'Comedy', 'Romance', 'Thriller']",10,5.1,2000,12662921.1434313,2066384.85757759
8826,0.182246,75000000,157299717,104,"['Adventure', 'Action', 'Science Fiction']",2766,6.6,2000,94971908.5757354,199187391.225507
8860,0.12392,22000000,13555988,95,"['Horror', 'Family', 'Foreign']",42,6.4,2000,27858426.515549,17165840.7065302
8862,0.119214,8000000,8279017,92,"['Drama', 'Horror']",55,5.9,2000,10130336.9147451,10483653.9416127
8866,0.104908,76000000,35134820,88,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",35,4.0,2000,96238200.6900785,44490945.5048655
8868,0.091492,7000000,3728888,90,"['Comedy', 'Drama']",37,6.5,2000,8864044.80040197,4721861.46966875
8881,0.031018,40000000,36037909,94,"['Comedy', 'Drama']",21,5.2,2000,50651684.5737255,45634519.9841156
8883,0.015997,15000000,5217498,105,['Thriller'],12,5.2,2000,18994381.715147,6606876.57400109
8888,4.215642,28000000,32768670,117,"['Science Fiction', 'Drama', 'Thriller']",2110,7.7,1982,63269987.2714343,74045476.2072083
8889,2.900556,10500000,792910554,115,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",1830,7.2,1982,23726245.2267878,1791694309.24878
8890,2.355353,10000000,13782838,109,"['Horror', 'Science Fiction', 'Mystery', 'Thriller']",797,7.5,1982,22596424.0255122,31144285.1722943
8891,1.928258,15000000,125212904,93,"['Action', 'Adventure', 'Thriller', 'War']",838,7.0,1982,33894636.0382684,282936387.224976
8893,1.336612,17000000,33000000,96,"['Science Fiction', 'Action', 'Adventure']",432,6.6,1982,38413920.8433708,74568199.2841904
8894,1.241425,17000000,124000000,99,['Drama'],482,6.5,1982,38413920.8433708,280195657.916352
8895,1.193916,10700000,122200000,114,['Horror'],425,6.8,1982,24178173.7072981,276128301.591759
8896,1.176922,20000000,68851475,129,"['Adventure', 'Fantasy', 'Action']",356,6.5,1982,45192848.0510245,155579712.388195
8897,1.161942,1000000,78868508,96,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",171,6.1,1982,2259642.40255122,178214624.90275
8898,0.946056,12000000,96800000,113,"['Science Fiction', 'Action', 'Adventure', 'Drama', 'Thriller']",406,7.0,1982,27115708.8306147,218733384.566958
8899,0.925383,4500000,27092880,90,['Comedy'],157,6.9,1982,10168390.8114805,61220220.455232
8901,0.884844,15000000,40577001,93,['Fantasy'],123,7.3,1982,33894636.0382684,91689512.0279635
8903,0.786388,22000000,77737889,191,"['Drama', 'History']",412,7.1,1982,49712132.8561269,175659830.26922
8904,0.689094,21000000,177200000,116,"['Comedy', 'Romance']",176,6.7,1982,47452490.4535757,400408633.732077
8911,0.555585,7000000,14665733,82,"['Fantasy', 'Animation', 'Drama', 'Family']",80,7.3,1982,15817496.8178585,33139312.1512948
8916,0.483395,12000000,30036000,151,"['Drama', 'Romance']",74,7.1,1982,27115708.8306147,67870619.2030286
8918,0.475775,13200000,15171476,115,"['Comedy', 'Drama', 'Family', 'Music', 'Romance']",92,5.3,1982,29827279.7136761,34282110.4788882
8919,0.441852,8000000,21028755,120,"['Horror', 'Comedy', 'Fantasy']",90,6.7,1982,18077139.2204098,47517466.4708611
8920,0.421748,50000000,57059003,127,"['Comedy', 'Drama', 'Family', 'Music']",99,6.2,1982,112982120.127561,128932942.626097
8928,0.358107,6000000,10278575,115,"['War', 'Drama', 'Romance']",31,6.7,1982,13557854.4153073,23225903.9078029
8930,0.336314,4000000,36690067,95,"['Horror', 'Thriller']",107,5.7,1982,9038569.6102049,82906431.1456454
8932,0.310497,2500000,14400000,96,"['Horror', 'Mystery', 'Science Fiction']",90,4.7,1982,5649106.00637806,32538850.5967376
8933,0.304359,16000000,53977250,129,['Drama'],47,7.0,1982,36154278.4408196,121969282.873108
8936,0.647107,18000000,70687344,136,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",60,5.1,1982,40673563.245922,159728119.826125
8944,0.464188,2,16,88,"['Action', 'Crime', 'Thriller']",27,5.6,1982,4.51928480510245,36.1542784408196
8950,0.138161999999999,3500000,20659423,104,"['Drama', 'Action', 'Western', 'Romance']",19,6.2,1982,7908748.40892929,46682908.223042
8969,4.18054,60000000,264118201,103,"['Comedy', 'Drama']",2392,7.6,1998,80261728.1446979,353309720.778811
8970,2.993102,140000000,553799566,151,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",1559,6.4,1998,187277365.670961,740815170.215728
8971,2.770692,90000000,304320254,88,"['Animation', 'Family', 'Adventure']",1066,7.3,1998,120392592.217046,407087824.924557
8972,2.729745,45000000,131183530,120,"['Horror', 'Action']",1263,6.3,1998,60196296.1085234,175483613.698697
8973,2.556082,15000000,27739163,117,"['Comedy', 'Crime']",1696,7.6,1998,20065432.0361744,37106552.6611244
8974,2.170136,70000000,481840909,169,"['Drama', 'History', 'War']",3396,7.7,1998,93638682.8354809,644556400.785869
8976,2.045755,33000000,244386864,98,"['Action', 'Comedy', 'Crime', 'Thriller']",727,6.8,1998,44143950.4795838,326915200.675054
8977,2.005566,120000000,363398565,95,"['Family', 'Animation']",1159,6.6,1998,160523456.289395,486116613.870056
8978,1.855981,70000000,218613188,99,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",432,6.7,1998,93638682.8354809,292437871.068362
8979,1.80704,60000000,171757863,83,"['Adventure', 'Animation', 'Comedy', 'Family']",714,6.0,1998,80261728.1446979,229759715.113671
8981,1.46043,55000000,41610884,122,"['Action', 'Thriller', 'Crime', 'Adventure']",363,6.6,1998,73573250.7993064,55662690.9911427
8982,1.422685,27000000,27200316,100,"['Mystery', 'Science Fiction']",466,7.0,1998,36117777.665114,36385739.4706979
8984,1.408985,20000000,67200000,108,"['Crime', 'Drama', 'Mystery']",231,6.1,1998,26753909.3815659,89893135.5220617
8985,1.379837,23000000,369884651,119,"['Romance', 'Comedy']",980,6.5,1998,30766995.7888008,494793021.724308
8986,1.339249,66000000,189198313,121,"['Mystery', 'Science Fiction', 'Thriller']",244,6.3,1998,88287900.9591677,253089726.057357
8987,1.333006,20000000,23875127,119,['Drama'],1563,8.0,1998,26753909.3815659,31937649.2115689
8988,1.316855,85000000,71485043,113,"['Drama', 'Fantasy', 'Romance']",328,6.7,1998,113704114.871655,95625218.1279674
8989,1.303667,90000000,250649836,132,"['Action', 'Drama', 'Thriller']",815,6.5,1998,120392592.217046,335293149.942418
8991,1.283006,75000000,140464664,120,"['Action', 'Adventure', 'Drama', 'Romance', 'Science Fiction']",490,5.6,1998,100327160.180872,187898944.598405
8992,1.282567,80000000,136159423,130,"['Adventure', 'Family', 'Science Fiction']",207,4.9,1998,107015637.526263,182139843.219415
8993,1.242498,50000000,44547681,140,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery']",337,6.7,1998,66884773.4539149,59591231.0316454
8994,1.22669,90000000,142940100,178,"['Fantasy', 'Drama', 'Mystery']",673,6.8,1998,120392592.217046,191210324.119599
8995,1.206274,140000000,285444603,127,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama']",438,6.1,1998,187277365.670961,381837952.105954
8996,1.175952,65000000,40002112,100,"['Horror', 'Mystery', 'Thriller']",198,4.9,1998,86950205.4900894,53510643.9759626
8997,1.170499,130000000,379014294,139,"['Science Fiction', 'Action', 'Thriller']",582,5.1,1998,173900410.980178,507005703.79971
8998,1.164656,75000000,46683377,104,"['Drama', 'Fantasy', 'Comedy']",185,6.2,1998,100327160.180872,62448141.8941741
8999,1.152417,75000000,13100000,134,['Science Fiction'],238,5.6,1998,100327160.180872,17523810.6449257
9000,1.095887,70000000,164000000,98,"['Action', 'Adventure', 'Comedy', 'Romance']",176,5.6,1998,93638682.8354809,219382056.928841
9001,1.090942,18500000,10680275,118,"['Adventure', 'Drama', 'Comedy']",714,7.1,1998,24747366.1779485,14286955.4760102
9002,1.059234,25000000,289317794,122,['History'],399,6.7,1998,33442386.7269574,387019102.157528
9003,1.057585,95000000,250288523,136,"['Adventure', 'Comedy', 'Western', 'Romance', 'Thriller']",734,6.1,1998,127081069.562438,334809823.179399
9004,1.053252,23000000,185991646,90,['Comedy'],292,5.8,1998,30766995.7888008,248800182.140615
9005,1.041331,60000000,128038368,107,"['Crime', 'Thriller', 'Drama']",158,6.3,1998,80261728.1446979,171276344.741779
9006,1.011829,60000,3221152,84,"['Mystery', 'Drama', 'Thriller']",286,6.9,1998,80261.7281446979,4308920.4356125
9007,1.001818,55000000,198685114,114,"['Drama', 'Fantasy', 'Romance']",323,6.4,1998,73573250.7993064,265780176.771105
9009,0.992143,52000000,98126565,170,"['Drama', 'History', 'War']",413,6.8,1998,69560164.3920715,131263461.396717
9011,0.968861,40000000,54682547,110,"['Comedy', 'Adventure', 'Fantasy', 'Science Fiction', 'Action']",271,6.1,1998,53507818.7631319,73148595.3595611
9012,0.962802,71000000,294456605,85,"['Comedy', 'Family', 'Fantasy']",353,5.3,1998,94976378.3045592,393893266.348678
9013,0.931643,70000000,118000000,103,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",230,6.2,1998,93638682.8354809,157848065.351239
9014,0.922354,65000000,250821495,119,"['Comedy', 'Romance']",498,6.2,1998,86950205.4900894,335522777.408945
9015,0.904602,60000000,102367405,131,"['Thriller', 'Crime', 'Action']",194,6.1,1998,80261728.1446979,136936413.849803
9016,0.893937,30000000,82150642,124,"['Drama', 'History']",173,6.8,1998,40130864.0723489,109892541.585273
9017,0.884735,48000000,77745568,123,"['Romance', 'Comedy', 'Crime']",181,6.3,1998,64209382.5157583,103999894.054518
9018,0.878645,18000000,123306987,95,"['Romance', 'Comedy']",375,6.4,1998,24078518.4434093,164947197.815596
9020,0.823963999999999,26000000,65705772,121,"['Drama', 'Romance', 'Comedy']",224,6.8,1998,34780082.1960357,87894313.4966918
9021,0.792566,50000000,202292902,115,"['Comedy', 'Drama']",483,6.9,1998,66884773.4539149,270606298.4321
9023,0.783938,14000000,72527595,99,"['Horror', 'Thriller']",144,5.4,1998,18727736.5670961,97019835.2146459
9025,0.760447,12000000,22921898,121,"['Drama', 'Crime']",213,6.6,1998,16052345.6289395,30662519.0972749
9027,0.722411999999999,15000000,17507368,82,"['Horror', 'Thriller', 'Science Fiction']",45,5.6,1998,20065432.0361744,23419526.8490864
9028,0.718275,90000000,69131860,92,"['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",176,5.1,1998,120392592.217046,92477375.8909553
9030,0.699006999999999,1350000,3897569,105,"['Comedy', 'Crime']",1167,7.3,1998,1805888.8832557,5213760.39172004
9034,0.669113,17000000,30331165,81,['Comedy'],96,6.2,1998,22740822.974331,40573861.9923663
9035,0.653163,60000000,186883563,170,"['Drama', 'Romance']",164,7.0,1998,80261728.1446979,249993295.470309
9038,0.640933,25000000,50671850,89,"['Comedy', 'Horror']",162,5.4,1998,33442386.7269574,67783504.1548152
9040,0.616116,13000000,16757163,93,"['Music', 'Drama']",71,5.5,1998,17390041.0980178,22415981.0197065
9041,0.607687,25000000,55494066,111,"['Comedy', 'Drama', 'Romance']",74,6.5,1998,33442386.7269574,74234160.6489321
9043,0.577192,70000000,116672912,116,"['Drama', 'Action', 'Thriller', 'Crime']",196,6.0,1998,93638682.8354809,156072825.746571
9044,0.576681999999999,73000000,103891409,98,"['Crime', 'Mystery']",152,5.6,1998,97651769.2427158,138975067.09546
9047,0.562005,6000000,58000000,99,"['Comedy', 'Drama', 'Fantasy', 'Romance']",196,6.4,1998,8026172.81446979,77586337.2065413
9051,0.539133,60000000,48522832,89,['Thriller'],121,4.6,1998,80261728.1446979,64908772.5132475
9054,0.53388,20000000,18253415,114,"['Comedy', 'Drama', 'Family']",24,6.9,1998,26753909.3815659,24417510.5407058
9055,0.521096,13000000,27007143,91,"['Action', 'Adventure', 'Comedy', 'Thriller']",59,6.1,1998,17390041.0980178,36127332.8238497
9057,0.497373,28000000,14051384,123,"['Music', 'Action', 'Comedy', 'Crime']",72,5.6,1998,37455473.1341923,18796472.7110793
9058,0.496059,25000000,21567853,136,['Drama'],79,6.6,1998,33442386.7269574,28851219.2358468
9059,0.492559,70000000,19870567,97,['Thriller'],74,5.4,1998,93638682.8354809,26580767.4439167
9060,0.488243,70000000,56702901,115,['Drama'],48,6.0,1998,93638682.8354809,75851213.7512953
9063,0.477036,3000000,2807390,139,"['Comedy', 'Drama']",75,6.9,1998,4013086.40723489,3755432.88293572
9064,0.469693,30000000,19204929,87,"['Drama', 'Action', 'Crime', 'Thriller']",62,6.2,1998,40130864.0723489,25690346.5072704
9072,0.433845,15000000,40283321,104,"['Horror', 'Mystery', 'Science Fiction']",237,6.1,1998,20065432.0361744,53886815.9811267
9073,0.423925,20000000,3970078,121,"['Comedy', 'Drama', 'Romance']",20,6.7,1998,26753909.3815659,5310755.35248743
9083,0.396129,10000000,25605015,100,"['Comedy', 'Drama', 'Romance']",74,6.2,1998,13376954.6907829,34251712.5511819
9084,0.388858,17000000,55041738,86,"['Horror', 'Thriller']",142,5.7,1998,22740822.974331,73629083.5327948
9085,0.38868,60000000,37141130,105,"['Horror', 'Mystery', 'Thriller']",112,4.9,1998,80261728.1446979,49683521.3174481
9088,0.383321,45000000,11203026,106,"['Adventure', 'Action', 'Horror', 'Science Fiction']",61,5.8,1998,60196296.1085234,14986237.1201663
9089,0.375143,18000000,9495408,131,"['Drama', 'Thriller', 'Mystery', 'Music', 'Romance']",49,6.6,1998,24078518.4434093,12701964.2586498
9091,0.366598,30000000,9898412,100,"['Comedy', 'Crime', 'Thriller']",83,6.2,1998,40130864.0723489,13241060.8834702
9092,0.577579,75000000,14567883,99,"['Action', 'War', 'Science Fiction']",94,5.8,1998,100327160.180872,19487391.0831627
9094,0.349511,5000000,5879254,105,"['Comedy', 'Drama']",28,5.4,1998,6688477.34539149,7864651.43736047
9104,0.305742,30000000,29202884,108,"['Comedy', 'Drama']",27,6.2,1998,40130864.0723489,39064565.6108191
9114,0.263935,1500000,2375097,110,"['Romance', 'Comedy', 'Crime', 'Drama']",84,6.9,1998,2006543.20361744,3177156.49552146
9115,0.262171,8000000,17460020,82,"['Comedy', 'Crime']",86,6.3,1998,10701563.7526263,23356189.6440164
9118,0.189141,10000000,6451628,105,['Drama'],23,5.6,1998,13376954.6907829,8630313.54377869
9119,0.245817,25000000,777423,117,['Drama'],11,6.0,1998,33442386.7269574,1039955.22465725
9121,0.240661,10000000,19000000,84,"['Comedy', 'Crime']",19,5.7,1998,13376954.6907829,25416213.9124876
9123,0.235951,5000000,1980338,116,"['Comedy', 'Crime', 'Mystery', 'Thriller']",24,5.8,1998,6688477.34539149,2649089.16984358
9127,0.226558,2000000,124494,91,"['Action', 'Adventure', 'Science Fiction']",15,5.8,1998,2675390.93815659,166535.059727433
9134,0.214567,1500000,870751,99,"['Comedy', 'Drama', 'Romance']",10,4.8,1998,2006543.20361744,1164799.66739539
9141,0.194358,15000000,10443316,93,"['Drama', 'Comedy', 'Romance']",18,4.7,1998,20065432.0361744,13969976.4953529
9145,0.188201,1100000,631221,86,['Horror'],14,4.8,1998,1471465.01598612,844381.471687073
9147,0.18358,15000000,46905889,111,"['Comedy', 'Drama', 'Romance']",38,5.1,1998,20065432.0361744,62745795.1883896
9152,0.26504,27000000,76000000,113,"['Crime', 'Action', 'Drama']",16,6.4,1998,36117777.665114,101664855.64995
9153,0.162242,20000000,37672350,124,"['Comedy', 'Drama', 'Romance']",10,6.5,1998,26753909.3815659,50394131.9045318
9179,4.143585,40000000,211343479,83,"['Animation', 'Family']",1042,7.1,1989,70359397.5617302,371749996.526004
9180,3.536655,48000000,474171806,127,"['Adventure', 'Action']",2031,7.4,1989,84431277.0740763,834061065.27294
9181,2.719764,16000000,92823546,96,"['Comedy', 'Romance', 'Drama']",532,7.1,1989,28143759.0246921,163275219.402588
9182,2.640852,35000000,411348924,126,"['Fantasy', 'Action']",1207,6.9,1989,61564472.8665139,723556562.007649
9183,2.566875,40000000,332000000,108,"['Adventure', 'Comedy', 'Family', 'Science Fiction', 'Action']",2436,7.2,1989,70359397.5617302,583982999.762361
9184,2.470407,16400000,235860116,129,['Drama'],1426,7.9,1989,28847353.0003094,414874391.764995
9185,2.379507,37000000,215394738,108,"['Fantasy', 'Action', 'Comedy', 'Science Fiction', 'Family']",569,6.2,1989,65082442.7446004,378876100.091168
9186,2.176623,32000000,156167015,133,"['Adventure', 'Action', 'Thriller']",332,5.6,1989,56287518.0493842,274695427.360342
9187,1.859089,27000000,71320000,97,['Comedy'],436,7.2,1989,47492593.3541679,125450805.852565
9188,1.836091,18000000,26828365,122,['War'],207,7.1,1989,31661728.9027786,47190689.9741552
9189,1.69108,70000000,90000098,139,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",446,6.9,1989,123128945.733027,158308816.894417
9190,1.510501,25000000,227853986,114,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",608,6.5,1989,43974623.4760814,400791729.674973
9191,1.362379,55000000,63408614,104,"['Action', 'Adventure', 'Comedy']",239,5.9,1989,96744171.6473791,111534797.031607
9192,1.280429,10000000,40485039,90,"['Adventure', 'Comedy', 'Science Fiction']",225,6.6,1989,17589849.3904325,71212573.8575788
9193,1.274285,7500000,296000000,93,"['Comedy', 'Romance']",278,5.7,1989,13192387.0428244,520659541.956803
9194,1.218498,32000000,222724172,93,"['Adventure', 'Comedy', 'Family', 'Science Fiction']",390,5.9,1989,56287518.0493842,391768464.108879
9195,1.190512,30000000,70200000,107,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",216,5.3,1989,52769548.1712976,123480742.720836
9196,0.94235,1500000,14697005,97,"['Action', 'Thriller']",139,6.2,1989,2638477.40856488,25851810.4440434
9197,0.918962,8000000,22168359,89,"['Horror', 'Thriller']",128,5.6,1989,14071879.512346,38993809.604304
9198,0.914399,500000,10166459,86,"['Action', 'Science Fiction']",73,4.8,1989,879492.469521628,17882648.2644007
9199,0.895389999999999,18000000,36602000,101,"['Comedy', 'Horror', 'Thriller']",157,6.4,1989,31661728.9027786,64382366.7388612
9200,0.836515,11500000,57469467,103,"['Drama', 'Horror']",176,6.4,1989,20228326.7989974,101087926.907843
9202,0.737259,18000000,46908987,103,"['Crime', 'Comedy']",92,6.3,1989,31661728.9027786,82512201.6387759
9203,0.724013,14000000,161001698,145,"['Drama', 'War']",190,6.3,1989,24625789.1466055,283199561.94239
9204,0.720081,15000000,79258538,100,"['Comedy', 'Drama', 'Family']",179,6.6,1989,26384774.0856488,139414574.632587
9207,0.602613,11000000,49797148,107,['Comedy'],110,6.5,1989,19348834.3294758,87592433.339308
9209,0.573045,6500000,30218387,97,['Comedy'],104,6.2,1989,11433402.1037811,53153687.6151805
9211,0.547658,18598420,78247647,101,"['Action', 'Adventure', 'Comedy', 'Crime']",120,5.5,1989,32714340.6700008,137636432.588573
9212,0.544381999999999,22500000,18671317,113,"['Drama', 'History', 'War']",91,6.5,1989,39577161.1284732,32842565.3951023
9218,0.498792,5000000,14000000,100,"['Horror', 'Thriller']",85,4.7,1989,8794924.69521628,24625789.1466055
9219,0.494235,31000000,74134790,122,"['Fantasy', 'Drama', 'Romance']",68,5.8,1989,54528533.1103409,130401979.069134
